imagename
P2_TMA_REC_20190508-roi_10
P2_TMA_REC_20190508-roi_11
P2_TMA_REC_20190508-roi_12
P2_TMA_REC_20190508-roi_13
P2_TMA_REC_20190508-roi_14
P2_TMA_REC_20190508-roi_16
P2_TMA_REC_20190508-roi_2
P2_TMA_REC_20190508-roi_6
P2_TMA_REC_20190508-roi_7
P2_TMA_REC_20190508-roi_8
P2_TMA_REC_20190508-roi_9
P2_TMA001_L_20190508-roi_10
P2_TMA001_L_20190508-roi_11
P2_TMA001_L_20190508-roi_12
P2_TMA001_L_20190508-roi_15
P2_TMA001_L_20190508-roi_19
P2_TMA001_L_20190508-roi_2
P2_TMA001_L_20190508-roi_20
P2_TMA001_L_20190508-roi_21
P2_TMA001_L_20190508-roi_22
P2_TMA001_L_20190508-roi_5
P2_TMA001_L_20190508-roi_6
P2_TMA001_L_20190508-roi_9
P2_TMA001_R_20190508-roi_1
P2_TMA001_R_20190508-roi_13
P2_TMA001_R_20190508-roi_16
P2_TMA001_R_20190508-roi_17
P2_TMA001_R_20190508-roi_18
P2_TMA001_R_20190508-roi_19
P2_TMA001_R_20190508-roi_4
P2_TMA001_R_20190508-roi_5
P2_TMA001_R_20190508-roi_6
P2_TMA001_R_20190508-roi_7
P2_TMA001_R_20190508-roi_9
P2_TMA002_L_20190619-roi_10
P2_TMA002_L_20190619-roi_11
P2_TMA002_L_20190619-roi_13
P2_TMA002_L_20190619-roi_14
P2_TMA002_L_20190619-roi_15
P2_TMA002_L_20190619-roi_16
P2_TMA002_L_20190619-roi_2
P2_TMA002_L_20190619-roi_3
P2_TMA002_L_20190619-roi_4
P2_TMA002_L_20190619-roi_6
P2_TMA002_L_20190619-roi_7
P2_TMA002_L_20190619-roi_9
P2_TMA002_R_20190619-roi_10
P2_TMA002_R_20190619-roi_11
P2_TMA002_R_20190619-roi_12
P2_TMA002_R_20190619-roi_14
P2_TMA002_R_20190619-roi_2
P2_TMA002_R_20190619-roi_3
P2_TMA002_R_20190619-roi_4
P2_TMA002_R_20190619-roi_5
P2_TMA002_R_20190619-roi_6
P2_TMA002_R_20190619-roi_7
P2_TMA003_L_20190806-roi_11
P2_TMA003_L_20190806-roi_12
P2_TMA003_L_20190806-roi_13
P2_TMA003_L_20190806-roi_14
P2_TMA003_L_20190806-roi_2
P2_TMA003_L_20190806-roi_8
P2_TMA003_L_20190806-roi_9
P2_TMA003_R_20190619-roi_3
P2_TMA003_R_20190619-roi_4
P2_TMA003_R_20190619-roi_5
P2_TMA003_R_20190619-roi_6
P2_TMA003_R_20190619-roi_7
P2_TMA004_L_20190619-roi_11
P2_TMA004_L_20190619-roi_12
P2_TMA004_L_20190619-roi_15
P2_TMA004_L_20190619-roi_19
P2_TMA004_L_20190619-roi_2
P2_TMA004_L_20190619-roi_23
P2_TMA004_L_20190619-roi_24
P2_TMA004_L_20190619-roi_5
P2_TMA004_L_20190619-roi_6
P2_TMA004_L_20190619-roi_7
P2_TMA004_R_20190619-roi_11
P2_TMA004_R_20190619-roi_12
P2_TMA004_R_20190619-roi_13
P2_TMA004_R_20190619-roi_14
P2_TMA004_R_20190619-roi_15
P2_TMA004_R_20190619-roi_17
P2_TMA004_R_20190619-roi_18
P2_TMA004_R_20190619-roi_20
P2_TMA004_R_20190619-roi_5
P2_TMA005_L_20190619-roi_10
P2_TMA005_L_20190619-roi_11
P2_TMA005_L_20190619-roi_12
P2_TMA005_L_20190619-roi_13
P2_TMA005_L_20190619-roi_14
P2_TMA005_L_20190619-roi_15
P2_TMA005_L_20190619-roi_16
P2_TMA005_L_20190619-roi_17
P2_TMA005_L_20190619-roi_3
P2_TMA005_L_20190619-roi_4
P2_TMA005_L_20190619-roi_6
P2_TMA005_R_20190619-roi_10
P2_TMA005_R_20190619-roi_13
P2_TMA005_R_20190619-roi_14
P2_TMA005_R_20190619-roi_16
P2_TMA005_R_20190619-roi_19
P2_TMA005_R_20190619-roi_2
P2_TMA005_R_20190619-roi_23
P2_TMA005_R_20190619-roi_3
P2_TMA005_R_20190619-roi_7
P2_TMA005_R_20190619-roi_8
P2_TMA006_20190619_L-roi_12
P2_TMA006_20190619_L-roi_13
P2_TMA006_20190619_L-roi_14
P2_TMA006_20190619_L-roi_18
P2_TMA006_20190619_L-roi_2
P2_TMA006_20190619_L-roi_20
P2_TMA006_20190619_L-roi_21
P2_TMA006_20190619_L-roi_22
P2_TMA006_20190619_L-roi_3
P2_TMA006_20190619_L-roi_5
P2_TMA006_20190619_L-roi_6
P2_TMA006_R_20190619-roi_10
P2_TMA006_R_20190619-roi_13
P2_TMA006_R_20190619-roi_16
P2_TMA006_R_20190619-roi_17
P2_TMA006_R_20190619-roi_18
P2_TMA006_R_20190619-roi_3
P2_TMA006_R_20190619-roi_4
P2_TMA006_R_20190619-roi_5
P2_TMA006_R_20190619-roi_6
P2_TMA006_R_20190619-roi_7
P2_TMA006_R_20190619-roi_9
P2_TMA007_L_20190619-roi_11
P2_TMA007_L_20190619-roi_12
P2_TMA007_L_20190619-roi_13
P2_TMA007_L_20190619-roi_2
P2_TMA007_L_20190619-roi_3
P2_TMA007_L_20190619-roi_6
P2_TMA007_L_20190619-roi_7
P2_TMA007_L_20190619-roi_8
P2_TMA007_L_20190619-roi_9
P2_TMA007_R_20190619-roi_2
P2_TMA007_R_20190619-roi_4
P2_TMA007_R_20190619-roi_6
