imagename
P1_TMA001_L_20190508-roi_1
P1_TMA001_R_20190508-roi_1
P1_TMA001_L_20190508-roi_10
P1_TMA001_R_20190508-roi_10
P1_TMA002_L_20190619-roi_10
P1_TMA002_R_20190619-roi_10
P1_TMA003_L_20190619_correct-roi_10
P1_TMA003_R_20190619-roi_10
P1_TMA004_L_20190619-roi_10
P1_TMA004_R_20190619-roi_10
P1_TMA005_R_20190619-roi_10
P1_TMA006_L_20190619-roi_10
P1_TMA006_R_20190619-roi_10
P1_TMA007_L_20190619-roi_10
P1_TMA_REC_20190508-roi_10
P1_TMA001_L_20190508-roi_11
P1_TMA001_R_20190508-roi_11
P1_TMA002_L_20190619-roi_11
P1_TMA002_R_20190619-roi_11
P1_TMA003_L_20190619_correct-roi_11
P1_TMA004_L_20190619-roi_11
P1_TMA004_R_20190619-roi_11
P1_TMA005_R_20190619-roi_11
P1_TMA006_L_20190619-roi_11
P1_TMA007_L_20190619-roi_11
P1_TMA_REC_20190508-roi_11
P1_TMA001_L_20190508-roi_12
P1_TMA001_R_20190508-roi_12
P1_TMA002_L_20190619-roi_12
P1_TMA003_L_20190619_correct-roi_12
P1_TMA003_R_20190619-roi_12
P1_TMA004_L_20190619-roi_12
P1_TMA004_R_20190619-roi_12
P1_TMA006_L_20190619-roi_12
P1_TMA006_R_20190619-roi_12
P1_TMA007_L_20190619-roi_12
P1_TMA_REC_20190508-roi_12
P1_TMA001_L_20190508-roi_13
P1_TMA001_R_20190508-roi_13
P1_TMA002_L_20190619-roi_13
P1_TMA002_R_20190619-roi_13
P1_TMA003_L_20190619_correct-roi_13
P1_TMA004_L_20190619-roi_13
P1_TMA004_R_20190619-roi_13
P1_TMA005_R_20190619-roi_13
P1_TMA006_L_20190619-roi_13
P1_TMA006_R_20190619-roi_13
P1_TMA007_L_20190619-roi_13
P1_TMA_REC_20190508-roi_13
P1_TMA001_L_20190508-roi_14
P1_TMA001_R_20190508-roi_14
P1_TMA002_L_20190619-roi_14
P1_TMA002_R_20190619-roi_14
P1_TMA003_L_20190619_correct-roi_14
P1_TMA004_L_20190619-roi_14
P1_TMA004_R_20190619-roi_14
P1_TMA005_R_20190619-roi_14
P1_TMA006_L_20190619-roi_14
