,chainlength,barrier_content,degenerate_barrier_content,degenerate_adjacent_score,cell_chain,internal_chainlength,barrier_fraction,imagename,source_cell,target_cell,vertex,object,weighted_barrier_content,binary_barrier,adjacent_barrier
103,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1930,1946,0.0,0,0
104,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1942,1895,0.0,0,0
105,7,2,0.3333333333333333,0.5,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1943,1918,0.45,1,0
106,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1992,2002,1.0,1,1
107,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1999,1948,0.45,1,0
108,7,1,0.3333333333333333,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",5,0.2,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2002,2038,1.0,1,1
109,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2021,2001,0.0,0,0
110,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2041,2080,0.0,0,0
111,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2061,2025,0.0,0,0
112,5,2,0.25,0.0,"['Epithelial cells', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2063,2105,0.8333333333333333,1,0
113,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2076,2082,0.0,0,0
114,7,2,0.3333333333333333,0.5,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2093,2187,0.8333333333333333,1,0
115,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2096,2047,0.45,1,0
116,9,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD8 Trm', 'CD8 Trm', 'Endothelial cells', 'Endothelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",7,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2104,2069,0.0,0,0
117,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2106,2142,0.0,0,0
118,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2108,2099,1.0,1,1
119,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2110,2100,0.0,0,0
120,5,0,0.3333333333333333,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2115,2122,0.0,0,0
121,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2125,2131,0.0,0,0
122,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2136,2114,0.0,0,0
123,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2140,2130,0.0,0,0
124,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2156,2121,0.0,0,0
125,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2161,2196,1.8333333333333333,1,1
126,7,2,0.16666666666666666,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2168,2158,0.8333333333333333,1,0
127,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2181,2163,1.8333333333333333,1,1
128,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2183,2227,1.8333333333333333,1,1
129,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2197,2222,0.0,0,0
130,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2199,2238,0.0,0,0
131,7,1,0.4166666666666667,0.5,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",5,0.2,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2201,2234,1.0,1,1
132,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2213,2151,0.0,0,0
133,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2215,2226,0.0,0,0
134,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2219,2344,0.0,0,0
135,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2234,2232,0.0,0,0
136,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2245,2224,0.0,0,0
137,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2257,2300,1.8333333333333333,1,1
138,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2272,2325,0.0,0,0
139,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2274,2366,0.0,0,0
140,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2276,2213,0.0,0,0
141,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2286,2289,0.0,0,0
142,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2288,2412,0.0,0,0
143,7,0,0.2222222222222222,0.3333333333333333,"['Epithelial cells', 'CD57+ CD8 Trm', 'CD4+ Myeloid cells', 'CD4+ Myeloid cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2298,2342,0.0,0,0
144,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2305,2316,1.0,1,1
145,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2315,2301,0.8333333333333333,1,0
146,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2318,2346,0.0,0,0
147,7,2,0.3333333333333333,0.3333333333333333,"['Epithelial cells', 'CD8 Trm', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2341,2323,0.45,1,0
148,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2342,2274,0.0,0,0
149,5,0,0.25,0.5,"['Epithelial cells', 'CD8 Trm', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2349,2335,0.0,0,0
150,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2354,2415,0.0,0,0
151,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2357,2401,0.0,0,0
152,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2363,2381,0.0,0,0
153,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2370,2410,0.0,0,0
154,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2379,2347,1.0,1,1
155,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2380,2406,1.0,1,1
156,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2406,2383,0.0,0,0
157,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2407,2429,1.0,1,1
158,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2421,2465,0.0,0,0
159,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2423,2466,1.0,1,1
160,5,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2433,2492,0.0,0,0
161,5,2,0.5,0.0,"['Epithelial cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2441,2435,0.8333333333333333,1,0
162,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2445,2409,0.0,0,0
163,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2451,2495,0.0,0,0
164,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2453,2430,0.0,0,0
165,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2457,2456,0.0,0,0
166,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2474,2514,0.0,0,0
167,5,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2509,2487,0.0,0,0
168,3,0,0.5,0.5,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2511,2543,0.0,0,0
169,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2524,2458,0.0,0,0
170,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2527,2564,0.45,1,0
171,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2571,2539,0.0,0,0
172,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2575,2575,1.45,1,1
173,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2582,2665,0.0,0,0
174,3,1,0.5,0.5,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2603,2587,1.0,1,1
175,5,2,0.25,0.0,"['Epithelial cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2604,2610,0.8333333333333333,1,0
176,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2616,2616,0.0,0,0
177,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2639,2647,0.0,0,0
178,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2646,2648,0.0,0,0
179,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2647,2629,0.0,0,0
180,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2648,2630,0.0,0,0
181,5,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'T cells DP', 'T cells DP', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2651,2618,0.0,0,0
182,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2653,2656,0.0,0,0
183,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2682,2742,0.0,0,0
184,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2718,2736,0.0,0,0
185,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2719,2737,0.0,0,0
186,5,0,0.25,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2746,2796,0.0,0,0
187,3,0,0.0,0.0,"['Epithelial cells', 'CD4 Tcm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2751,2814,0.0,0,0
188,5,2,0.25,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2752,2829,0.8333333333333333,1,0
189,3,0,0.0,0.0,"['Epithelial cells', 'CD4+ Myeloid cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2788,2788,0.0,0,0
190,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2809,2787,1.0,1,1
191,5,2,0.5,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2817,2861,0.8333333333333333,1,0
192,7,1,0.3333333333333333,0.5,"['Epithelial cells', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",5,0.2,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2818,2862,1.0,1,1
193,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2841,2928,0.0,0,0
194,5,0,0.0,0.0,"['Epithelial cells', 'T cells DP', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2846,2799,0.0,0,0
195,5,0,0.0,0.0,"['Epithelial cells', 'CD57+ CD8 Trm', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2862,2756,0.0,0,0
196,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2870,2839,1.0,1,1
197,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2871,2868,0.0,0,0
198,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2889,2954,0.0,0,0
199,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2893,2909,0.0,0,0
200,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2913,2959,0.0,0,0
201,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2924,2919,1.0,1,1
202,5,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2925,2907,0.0,0,0
203,7,0,0.0,0.0,"['Epithelial cells', 'CD4+ Myeloid cells', 'Endothelial cells', 'Endothelial cells', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2946,2986,0.0,0,0
204,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2954,2968,0.0,0,0
205,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2957,2999,0.0,0,0
206,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2964,2930,0.0,0,0
207,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2968,2972,0.0,0,0
208,3,0,0.0,0.0,"['Epithelial cells', 'T cells DP', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2970,2983,0.0,0,0
209,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2990,2989,0.0,0,0
210,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,2991,3011,0.0,0,0
211,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3026,3078,0.0,0,0
212,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3041,3094,0.0,0,0
213,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3066,3140,0.0,0,0
214,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3098,3099,0.8333333333333333,1,0
215,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3105,3119,0.0,0,0
216,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3106,3100,0.0,0,0
217,7,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD8 T cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3110,3117,0.0,0,0
218,7,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3131,3154,0.0,0,0
219,9,0,0.125,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 Tcm', 'CD4 Tcm', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",7,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3132,3194,0.0,0,0
220,5,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3134,3086,0.0,0,0
221,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3144,3234,1.0,1,1
222,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3152,3138,0.0,0,0
223,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3177,3223,0.0,0,0
224,11,0,0.2,0.3333333333333333,"['Epithelial cells', 'T cells DP', 'CD4 T cells', 'CD4 T cells', 'CD8 T cells', 'CD8 T cells', 'Cytotoxic CD8 T cells', 'Cytotoxic CD8 T cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",9,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3178,3170,0.0,0,0
225,9,2,0.25,0.0,"['Epithelial cells', 'CD8 Trm', 'CD8 T cells', 'CD8 T cells', 'CD4+ Myeloid cells', 'CD4+ Myeloid cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.2857142857142857,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3182,3185,0.30952380952380953,1,0
